#benchmark	OSR_points no_CC CC_required	naive	delta_opts	delta_alias	delta_dead
bzip2	625	9	616	355	186	19	56
h264ref	643	9	634	62	5	306	247
hmmer	562	12	550	54	0	292	202
namd	1578	78	1500	62	1032	17	389
perlbench	5269	86	5183	3457	115	290	1300
sjeng	1846	189	1657	216	215	60	1166
soplex	193	9	184	111	0	8	65
bullet	563	57	506	349	137	0	20
dcraw	553	42	511	307	67	33	104
ffmpeg	584	11	573	207	8	9	349
fhourstones	259	111	148	81	61	4	2
vp8	293	34	259	100	73	33	53
