#benchmark  live_e  delta_avail
bzip2	0.2136202341	0.7728722408
gcc	0.2793780695	0.6734159683
gobmk	0.621155127	0.2176051575
h264ref	0.5233513792	0.4494310952
hmmer	0.3793150997	0.6046773979
lbm	1	0
libquantum	0.2950688525	0.7049311475
mcf	0.07563445378	0.9243655462
milc	0.3725003185	0.5900316879
perlbench	0.3134473016	0.5947275119
sjeng	0.2939052632	0.5588478947
sphinx3	0.125792988	0.8448384615
